# Probe Set ID	Gene Symbol
16776017	DOCK9-AS1 
16776021	RNU6-83 
16776023	UBAC2 
16776045	UBAC2-IT1 
16776048	FKSG29 
16776052	TM9SF2 
16776103	ZIC2 
16776117	PCCA 
16776160	ITGBL1 
16776188	TPP2 
16776233	BIVM-ERCC5 
16776335	ABHD13 
17018039	HLA-DPA1 
16776431	COL4A2 
16776493	CARKD 
16776537	ARHGEF7 
16776583	TEX29 
16776658	ATP11A 
16776798	F10 
16776827	CUL4A 
16776856	LAMP1 
16776879	DCUN1D2-AS2 
16776883	TMCO3 
16776905	TFDP1 
16776936	FAM70B 
16776983	LINC00453 
16776989	CDC16 
16777020	MIR4502 
16777022	UPF3A 
16777044	CHAMP1 
16777143	PSPC1 
16777167	ZMYM5 
16777198	CRYL1 
16777215	N6AMT2 
16777224	XPO4 
16777259	LATS2 
16777278	SKA3 
16777309	ZDHHC20 
16777334	EFHA1 
16777373	BASP1P1 
16777384	SACS 
16777401	MIPEP 
16777448	SPATA13-AS1 
16777455	C1QTNF9B-AS1 
16777460	PARP4 
16777502	CENPJ 
16777549	MTMR6 
16777579	RNF6 
16777602	USP12 
16777634	MTIF3 
16777651	LNX2 
16777664	LOC100506997 
16777675	CDX2 
16777715	FLT1 
16777756	SLC46A3 
16777777	SLC7A1 
16777794	UBL3 
17032533	HLA-DPA1 
16777856	HMGB1 
16777896	HSPH1 
16777944	N4BP2L1 
16777965	N4BP2L2 
16777992	MINOS1P1 
16777996	CG030 
16777998	RNY1P4 
16778005	STARD13 
16778043	STARD13-IT1 
16778046	STARD13 
16778099	CCDC169-SOHLH2 
16778130	SPG20 
16778155	SMAD9 
16778166	ALG5 
16778183	FAM48A 
16778241	POSTN 
17093543	CCL21 
16833426	CCL4L2  
16778325	PROSER1 
16778355	LHFP 
16778392	FOXO1 
16778398	MIR320D1 
16778400	MRPS31 
16778433	ELF1 
16778452	KBTBD6 
16778460	KBTBD7 
16778468	MTRF1 
16778489	RNU6-57 
16778493	KIAA0564 
16778559	EPSTI1 
16778611	CCDC122 
16778652	TSC22D1 
16778688	NUFIP1 
16778703	KCTD4 
16778715	TPT1 
16778745	SLC25A30 
16778799	ZC3H13 
16761212	CLEC2B 
16778921	ESD 
16778959	SUCLA2 
16778987	MED4 
16779006	LPAR6 
16779024	RCBTB2 
16749939	LRRK2 
16804062	TM6SF1 
16779107	EBPL 
16779119	KPNA3 
16779146	SPRYD7 
16779157	DLEU2 
16779184	DLEU7 
16779232	INTS6 
16779283	DHRS12 
16779311	ATP7B 
16779369	NEK3 
16779391	MRPS31P3 
16779435	THSD1 
16779444	VPS36 
16779546	DIAPH3 
16779701	DACH1 
16779720	MZT1 
16779725	DIS3 
16779755	RNU6-79 
16779766	KLF12 
16779792	TBC1D4 
16779818	COMMD6 
16779839	KCTD12 
16779844	FBXL3 
16779855	MYCBP2 
16779956	MIR3665 
16779958	EDNRB 
16779975	LINC00439 
16779995	RNF219 
16780015	RBM26 
16780045	RN5S33 
16780069	SPRY2 
16780236	TGDS 
16780264	SOX21 
16780271	ABCC4 
16780322	DZIP1 
16780358	UGGT2 
16718126	COL17A1 
16780456	STK24 
16780481	SLC15A1 
16780509	DOCK9 
16780585	GPR18 
16780592	GPR183 
16780611	RNY3P6 
16780664	TMTC4 
16780783	METTL21C 
16780793	TEX30 
16780808	KDELC1 
16780859	EFNB2 
16780867	ARGLU1 
17042548	HLA-DPA1 
16780896	LIG4 
16780909	MYO16-AS1 
16780917	IRS2 
16780929	COL4A1 
16780997	RAB20 
16781059	ANKRD10 
16781080	ANKRD10-IT1 
16781136	TUBGCP3 
16781174	LOC283501 
16781187	PCID2 
16781219	GRTP1 
16781235	ADPRHL1 
16781248	DCUN1D2 
16781266	RNU1-16P 
16781285	GAS6 
16781315	RASA3 
16781354	OR11H12 
16781370	POTEG 
16781482	PARP2 
16781516	APEX1 
16781536	PNP 
16795550	GPR65 
16939479	ENTPD3 
16879500	PLEKHH2 
16781614	METTL17 
16781684	RNASE7 
16781695	ARHGEF40 
16781747	LOC283624 
16781791	TOX4 
16781923	TRAV22 
16909081	DOCK10 
16781997	TRDJ4 
17028326	HLA-DQA1 
16782018	TRAJ54 
16782028	TRAJ48 
16782038	TRAJ43 
16782046	TRAJ39 
16782050	MGC40069 
16782102	TRAJ10 
16782106	TRAJ8 
16782132	ABHD4 
16782153	OXA1L 
16782173	MRPL52 
16782187	MMP14 
16782207	LRP10 
16782251	C14orf119 
16782280	BCL2L2-PABPN1 
16782334	NGDN 
16782385	DHRS2 
16782434	DHRS4L2 
16782576	DCAF11 
16782615	PSME1 
16782640	RNF31 
16782687	IRF9 
16782754	GMPR2 
16782786	NOP9 
16782826	NFATC4 
16782876	KHNYN 
16783047	G2E3 
16783075	SCFD1 
16783144	AP4S1 
16783177	NUBPL 
16783215	ARHGAP5 
16762661	PTHLH 
16783310	SRP54 
16783342	FAM177A1 
16783368	KIAA0391 
16783389	PSMA6 
16783411	LOC100289251 
16783420	BRMS1L 
16783500	MIPOL1 
16783644	PNN 
16783773	FAM179B 
16783800	PRPF39 
16783836	FANCM 
16783905	LRR1 
16783920	MGAT2 
16783927	KLHDC1 
16783944	KLHDC2 
16783970	RN7SL1 
16783974	ARF6 
16783983	ATP5S 
16913341	MYL9 
16784033	LOC100506549 
16784071	TMX1 
16784098	FRMD6 
16784135	RN5S385 
16784180	C14orf166 
17000235	SPOCK1 
16784207	PTGER2 
16784228	PSMC6 
16784256	STYX 
16784299	CDKN3 
16784317	CGRRF1 
16784367	SOCS4 
16784375	MAPK1IP1L 
16784381	LGALS3 
16784398	FBXO34 
16784412	KTN1 
16784522	C14orf101 
16784582	AP5M1 
16784605	NAA30 
16784617	ACTR10 
16784642	PSMA3 
16784664	ARID4A 
16784710	KIAA0586 
16784787	DAAM1 
16784829	JKAMP 
16784883	C14orf135 
16784909	PPM1A 
16784947	MNAT1 
16784965	TRMT5 
16784967	SLC38A6 
16785003	PRKCH 
16785048	FLJ22447 
16785058	HIF1A 
16785086	SNAPC1 
16785104	SYT16 
16785117	FLJ43390 
16785127	RHOJ 
16785155	SYNE2 
16785316	MTHFD1 
16785361	AKAP5 
16785367	ZBTB1 
16785379	HSPA2 
16785410	PLEKHG3 
16785437	CHURC1-FNTB 
16785476	LOC100506321 
16785483	FUT8 
16785540	GPHN 
16785606	MPP5 
16785631	EIF2S1 
16785646	PLEKHH1 
16785696	ARG2 
16785724	RAD51B 
16785821	SLC39A9 
16785858	KIAA0247 
16785869	SRSF5 
16785897	SMOC1 
16785938	TTC9 
16785952	PCNX 
16786010	SIPA1L1 
16786058	SNORD56B 
16786104	DCAF4 
16786133	RBM25 
16786167	PSEN1 
16786200	PAPLN 
16786243	C14orf169 
16786255	ACOT2 
16786278	DNAL1 
16786304	PTGR2 
16786326	ZNF410 
16786367	COQ6 
16786460	ISCA2 
16786475	FCF1 
16786492	YLPM1 
16786524	DLST 
16786548	EIF2B2 
16786587	FOS 
16786607	JDP2 
16786616	BATF 
16786625	FLVCR2 
16786650	RN5S387 
16786652	TTLL5 
16786713	IFT43 
16786738	C14orf118 
16786780	C14orf118 
16786783	ESRRB 
16786801	VASH1 
16786858	KIAA1737 
16786906	MIR1260A 
16786941	AHSA1 
16786966	SLIRP 
16787135	FLRT2 
16787208	GPR65 
16787236	SPATA7 
16787279	ZC3H14 
16787314	TTC8 
16787364	TDP1 
16787402	KCNK13 
16787409	PSMC1 
16787430	CALM1 
16787482	C14orf159 
16787530	SNORA11B 
16787540	CPSF2 
16787623	GOLGA5 
16787669	C14orf109 
16787679	UBR7 
16787751	COX8C 
16787790	OTUB2 
16787799	IFI27L1 
16787814	IFI27 
16787831	PPP4R4 
17001654	CD74 
16787951	GLRX5 
16787972	TCL6 
16788009	LINC00617 
16788023	BDKRB2 
16788046	C14orf129 
16788083	PAPOLA 
16788142	VRK1 
16788223	CCNK 
16788296	EML1 
16788339	EVL 
16788382	MIR342 
16788384	YY1 
16788404	MIR345 
16788406	SLC25A47 
16788475	DLK1 
16788488	MEG3 
16788518	MIR2392 
16788520	MEG3 
16788528	MIR665 
16788532	MIR433 
16788534	MIR127 
16788540	LOC100288160 
16788542	MEG8 
16788570	SNORD113-1 
16788574	SNORD113-2 
16788576	SNORD113-3 
16788578	SNORD113-4 
16788602	SNORD113-5 
16788610	SNORD113-7 
16788612	SNORD113-8 
16788614	SNORD113-9 
16788616	SNORD114-1 
16788618	SNORD114-2 
16788620	SNORD114-3 
16788622	SNORD114-4 
16788628	SNORD114-6 
16788649	SNORD114-7 
16788651	SNORD114-8 
16788657	SNORD114-11 
16788659	SNORD114-12 
16788661	SNORD114-13 
16788663	SNORD114-14 
16788665	SNORD114-15 
16788667	SNORD114-16 
16788669	SNORD114-17 
16788673	SNORD114-19 
16788683	SNORD114-21 
16788685	SNORD114-22 
16788691	SNORD114-25 
16788693	SNORD114-26 
16788695	SNORD114-27 
16788697	SNORD114-28 
16788701	SNORD114-30 
16788703	SNORD114-31 
16788729	MIR494 
16788758	MIR487B 
16788760	MIR539 
16788772	MIR134 
16788786	MIR541 
16788790	MIR412 
16788798	MEG9 
16788821	DIO3 
16788833	PPP2R5C 
16788883	DYNC1H1 
16789000	ZNF839 
16789019	TECPR2 
16789059	RCOR1 
16789080	TRAF3 
16789149	TNFAIP2 
16789178	EIF5 
16789207	SNORA28 
16789209	MARK3 
16789258	KLC1 
16789289	APOPT1 
16789305	KLC1 
16789309	ZFYVE21 
16789377	ASPG 
16789402	KIF26A 
16789429	C14orf144 
16789434	C14orf180 
16789452	INF2 
16789509	SIVA1 
16789536	KIAA0284 
16789589	C14orf79 
16789621	NUDT14 
16789624	BTBD6 
16789634	PACS2 
16789681	MTA1 
16789723	CRIP2 
16789743	CRIP1 
16789756	C14orf80 
16789807	LINC00221 
16789869	POTEM 
16789899	TTC5 
16789926	CCNB1IP1 
16789955	RPPH1 
16789960	TEP1 
16790059	TMEM55B 
16790115	RNASE1 
16790143	NDRG2 
16790229	LOC283624 
16790233	HNRNPC 
16790267	SUPT16H 
16790307	CHD8 
16790362	SNORD8 
16790364	RAB2B 
16790381	METTL3 
16790464	DAD1 
16790493	SLC7A7 
16790529	RBM23 
16790556	PRMT5 
16790592	HAUS4 
16790614	AJUBA 
16790659	PSMB5 
16790693	ACIN1 
16790744	SLC7A8 
16790776	HOMEZ 
16790823	EFS 
16790943	AP1G2 
16790992	JPH4 
16791044	EMC9 
16791059	PSME2 
16791086	IPO4 
16791135	TM9SF1 
16791153	CHMP4A 
16791167	MDP1 
16791197	TINF2 
16791244	RABGGTA 
16791280	DHRS1 
16791300	CIDEB 
16791319	ADCY4 
16791393	CBLN3 
16791401	SDR39U1 
16791419	CMA1 
16983765	NPR3 
16855810	CD226 
16791455	STXBP6 
16791555	LOC100506004 
16791580	PRKD1 
16791642	STRN3 
16791669	HECTD1 
16791734	HEATR5A 
16791781	C14orf126 
16791810	ARHGAP5-AS1 
16791821	EGLN3 
16791849	SPTSSA 
16791854	EAPP 
16791873	SNX6 
16782001	TRDJ3 
16791909	BAZ1A 
16791962	PPP2R3C 
16791991	NFKBIA 
16792010	RALGAPA1 
16792101	MBIP 
16792211	CLEC14A 
16792226	SEC23A 
16792268	TRAPPC6B 
16792287	FBXO33 
16792347	KLHL28 
16792369	FKBP3 
16792381	MIS18BP1 
16792486	RPS29 
16792501	RPL36AL 
16792510	DNAAF2 
16792550	NEMF 
16792644	C14orf183 
16792650	METTL21D 
16792659	SOS2 
16792715	CDKL1 
16792754	MAP4K5 
16792798	SAV1 
16792810	NIN 
16792859	PYGL 
16792919	LINC00519 
16792938	FRMD6-AS1 
16792954	NID2 
16792998	TXNDC16 
16793024	ERO1L 
16793052	GNPNAT1 
16793067	FERMT2 
16793096	DDHD1 
16793129	BMP4 
16793149	CNIH 
16793159	GMFB 
16793176	GCH1 
16793190	WDHD1 
16793225	DLGAP5 
16793263	ATG14 
16793353	EXOC5 
16793438	FLJ31306 
16793460	TIMM9 
16793475	GPR135 
16793488	C14orf149 
16793532	RTN1 
16793559	DHRS7 
16793632	TRMT5 
16793644	TMEM30B 
16793678	HIF1A-AS2 
16793721	PPP2R5E 
16793741	WDR89 
16793750	SGPP1 
16793790	MIR548H1 
16793805	ZBTB25 
16793885	RAB15 
16793901	MAX 
16793940	MIR4708 
16793942	LOC645431 
16793973	ATP6V1D 
16794030	PIGH 
16794048	VTI1B 
16794062	RN5S386 
16794064	RDH11 
16794084	ZFYVE26 
16794158	ZFP36L1 
16794177	ACTN1 
16794220	DCAF5 
16794256	ERH 
16794266	LOC100289511 
16794297	SYNJ2BP-COX16 
16794321	ADAM20 
16794326	MED6 
16794347	MAP3K9 
16794441	ZFYVE1 
16794467	LOC100287558 
17011279	PRDM1 
16794476	NUMB 
16794551	PNMA1 
16794555	C14orf43 
16794586	FAM161B 
16794606	ENTPD5 
16794632	ALDH6A1 
16794656	ABCD4 
16794705	NPC2 
16794719	LTBP2 
16794767	KIAA0317 
16794846	PGF 
16794864	MLH3 
16794888	ACYP1 
16794898	NEK9 
16794935	TMED10 
16794966	C14orf1 
16794980	TGFB3 
16795013	LOC100506624 
16795017	LOC100506603 
16795047	IRF2BPL 
16795075	NGB 
16795082	POMT2 
16795128	TMED8 
16795149	C14orf133 
16795176	ISM2 
16795192	SPTLC2 
16795215	ALKBH1 
16795226	SNW1 
16795285	DIO2 
16795304	CEP128 
16795351	GTF2A1 
16795366	SNORA79 
16795368	STON2 
16795394	SEL1L 
16795508	GALC 
17029847	HLA-DPA1 
16795582	PTPN21 
16795664	FOXN3 
16795698	EFCAB11 
16795720	C14orf102 
16795755	TTC7B 
16795794	RPS6KA5 
16795878	SMEK1 
16795908	CATSPERB 
16795943	TC2N 
17095499	GAS1 
16795987	TRIP11 
16796020	ATXN3 
16796048	NDUFB1 
16796060	LGMN 
16796094	ITPK1 
16796115	MOAP1 
16796122	C14orf142 
16796128	BTBD7 
16796159	FAM181A-AS1 
16796175	ASB2 
16796207	DDX24 
16796229	IFI27L2 
16796247	SERPINA6 
16796325	DICER1 
16796375	CLMN 
16796412	LINC00341 
16796414	SYNE3 
16796444	SNHG10 
16796479	ATG2B 
16796607	SETD3 
16796650	MIR151B 
16796652	DEGS2 
16796667	SLC25A29 
16796694	WARS 
16796752	RTL1 
16796796	MIR1247 
16796829	HSP90AA1 
16796914	CINP 
16796938	CDC42BPB 
16796998	CKB 
16797014	BAG5 
16797051	PPP1R13B 
16797103	C14orf2 
16797152	MIR4710 
16797157	AKT1 
16797196	AHNAK2 
16797213	CDCA4 
16797272	NUDT14 
16797285	BRF1 
16797340	IGHE 
16797353	IGHG4 
16797358	IGHG2 
16797371	IGHA1 
16797375	IGHEP1 
16797417	IGHV4-31 
16797419	IGHJ1 
16797421	IGHD2-21 
16797423	IGHD2-15  
16797498	IGHG3 
16797508	IGHM 
16797516	IGHM  
16797520	IGHV4-34 
16797549	LOC100508797 
16797563	IGHG1  
16797579	IGHV4-61  
16797595	IGHV2-70 
16797641	GOLGA8C 
16797734	REREP3 
16797751	TUBGCP5 
16797784	CYFIP1 
16797844	GOLGA8IP 
16797869	HERC2P7 
16797892	LOC653061 
16797917	MKRN3 
16798020	SNRPN 
16798050	PAR-SN 
16798067	PAR5 
16798069	PAR-SN  
16798136	SNRPN 
16798138	SNORD116-2 
16798144	SNORD116-3 
16798148	SNORD116-6 
16798152	SNORD116-8 
16798154	SNORD116-3 
16798190	SNORD116-15 
16798198	SNORD116-17 
16798202	SNORD116-17 
16798208	SNORD116-21 
16798220	SNRPN 
16798224	SNRPN 
16798226	SNRPN 
16798232	SNRPN 
16798234	SNRPN 
16798238	SNRPN 
16798248	SNRPN 
16798272	SNRPN 
16798290	SNRPN 
16798294	SNRPN 
16798309	SNRPN 
16798351	SNRPN 
16798534	GOLGA8F 
16798570	HERC2P9 
16798587	WHAMMP2 
16798609	LOC646278 
16798652	DCAF6 
16798688	ULK4P3 
16798744	GOLGA8IP 
16798755	ULK4P2 
16798801	ARHGAP11B 
16798812	LOC100288637 
16798842	FAN1 
16798872	KLF13 
16798889	LOC100499221 
16798919	ARHGAP11A 
16798951	GREM1 
16799077	CHRM5 
16799088	EMC4 
16799170	C15orf41 
16799231	SPRED1 
16799244	FAM98B 
16799273	C15orf53 
16799315	THBS1 
16799357	EIF2AK4 
16799426	BUB1B 
16799517	C15orf23 
16799538	IVD 
16799567	BAHD1 
16799577	CHST14 
16799590	RPUSD2 
16799598	CASC5 
16799637	RAD51 
16799653	GCHFR 
16799667	ZFYVE19 
16799690	SPINT1 
16799707	VPS18 
16799760	CHP1 
16799793	NUSAP1 
16799814	RTF1 
16799839	ITPKA 
16799852	TYRO3 
16799882	MGA 
16799913	MAPKBP1 
17056830	TRGV10 
16800095	SNAP23 
16800105	LOC100505769 
16800108	HAUS2 
16800117	STARD9 
16800156	TMEM62 
16800173	CCNDBP1 
16800191	ADAL 
16800209	TUBGCP4 
16800229	MAP1A 
16800242	CKMT1B 
16800268	CKMT1A  
16800322	SERF2 
16800355	WDR76 
16800374	CASC4 
16800406	CTDSPL2 
16800431	EIF3J 
16800450	B2M 
16800506	SORD 
16800590	SLC28A2 
16800615	SPATA5L1 
16800630	C15orf48 
16800670	PLDN 
16794472	LOC100653305  
16800707	SEMA6D 
16800871	EID1 
16800888	GALK2 
16800921	FGF7 
16800933	DTWD1 
16800960	RN5S394 
16800962	SLC27A2 
16800980	GABPB1-AS1 
16800991	USP8 
16801028	RN5S395 
16801033	SPPL2A 
16801035	AP4E1 
16801063	DCAF13P3 
16801069	MIR4713 
16801075	GLDN 
16801143	TMOD3 
16801179	MAPK6 
16801206	GNB5 
16801283	PIGB 
16801299	FLJ27352 
16801302	PRTG 
16801329	TCF12 
16801400	CGNL1 
16801428	GCOM1 
16801512	FAM63B 
16801529	RNF111 
16801557	CCNB2 
16801573	LDHAL6B 
16801695	C2CD4A 
16801704	TLN2 
16801707	TLN2 
16801789	TPM1 
16801835	LACTB 
16801850	RAB8B 
16801862	APH1B 
16801889	USP3 
16801941	SNX1 
16801995	TRIP4 
16802022	ZNF609 
16802054	PLEKHO2 
16802064	ANKDD1A 
16802102	RNU5B-1 
16802106	PTPLAD1 
16802120	SLC24A1 
16802152	RAB11A 
16802162	DIS3L 
16802190	MAP2K1 
16802204	ZWILCH 
16802232	SMAD6 
16802316	C15orf61 
16802326	MAP2K5 
16802389	PIAS1 
16802408	FEM1B 
16802429	NOX5 
16802479	GLCE 
16802497	PAQR5 
16802519	KIF23 
16802553	RPLP1 
16802653	THSD4 
16802702	SENP8 
16802720	ARIH1 
16802750	GOLGA6B 
16802771	BBS4 
16802795	NEO1 
16802854	CD276 
16802903	LOXL1 
16802918	PML 
16740997	PTPRCAP 
16803006	LOC729739 
16803018	ARID3B 
16803033	CLK3 
16803059	CSK 
16803103	MPI 
16803114	SCAMP5 
16803134	C15orf39 
16803185	COMMD4 
16803212	SNX33 
16803251	UBE2Q2 
16803269	FBXO22 
16803317	RCN2 
16803373	HMG20A 
16803436	IDH3A 
16803492	CRABP1 
16803501	IREB2 
16803540	PSMA4 
16803562	CHRNA5 
16803577	LOC646938 
16803581	MORF4L1 
16803628	TMED3 
16803653	ZFAND6 
16803743	FAM108C1 
16803754	KIAA1199 
16803790	MESDC1 
16803926	UBE2Q2P3 
16803932	GOLGA6L9 
16803947	LOC440297 
16803959	AGSK1 
16803966	UBE2Q2P3 
16803973	GOLGA6L9 
16803991	LOC440297 
16804003	GOLGA6L5 
16804033	WHAMM 
16804051	FAM103A1 
17072144	DEPTOR 
16804106	ADAMTSL3 
16804186	LOC388152 
16804205	ZSCAN2 
16804236	ZNF592 
16804294	PDE8A 
16804333	AKAP13 
16804396	GOLGA6L4 
16804458	MRPS11 
16804478	AEN 
16804506	ACAN 
16804539	ABHD2 
16804559	FANCI 
16804631	C15orf42 
16804687	MESP2 
16804716	SEMA4B 
16804778	NGRN 
16804804	IQGAP1 
16804867	CRTC3 
16804902	BLM 
16804942	FURIN 
16804995	MAN2A2 
16805053	UNC45A 
16805109	LOC100507118 
16805218	LOC100507217 
16805230	CHD2 
16805287	MIR3175 
16805345	MCTP2 
16661149	CD52 
16805422	NR2F2 
16805474	ARRDC4 
16805495	IGF1R 
16805555	LRRC28 
16754471	NAV3 
16805663	ASB7 
16805719	LRRK1 
16805776	PCSK6 
16805804	FAM138E 
16805808	WASH3P 
16805832	HERC2P3 
16805877	POTEB 
16805894	LOC646214 
16805899	CXADRP2  
16805901	POTEB 
16805926	LOC100134397 
16805967	NIPA2 
16806002	WHAMMP3 
16806014	HERC2P2 
16806093	MAGEL2 
16806122	UBE3A 
16806279	HERC2 
16806390	GOLGA8G 
16806409	GOLGA8IP 
16806461	NDNL2 
16806467	TJP1 
16806521	CHRFAM7A 
16806564	MTMR10 
16806622	MIR211 
16806667	LOC100289637 
16806692	ULK4P3 
16806702	GOLGA8IP 
16806732	WHAMMP1 
16806757	FMN1 
16806823	AVEN 
16806834	EMC7 
16806844	C15orf29 
16806870	SLC12A6 
16806914	NOP10 
16806920	LPCAT4 
16806936	GOLGA8A 
16806968	GOLGA8B 
16807027	AQR 
16807071	ZNF770 
16807080	ATPBD4 
16807119	CSNK1A1P1 
16807139	MEIS2 
16807195	RASGRP1 
16807308	SRP14 
16807324	BMF 
16807394	ANKRD63 
16807431	C15orf57 
16807459	FAM82A2 
16807486	DNAJC17 
16807519	RHOV 
16807525	INO80 
16807613	NDUFAF1 
16807651	RPAP1 
16807689	SPTBN5 
16807763	EHD4 
16807848	VPS39 
16807879	TMEM87A 
16807905	ZFP106 
16807933	LRRC57 
16807944	CDAN1 
16807976	TTBK2 
16807996	UBR1 
16808046	EPB42 
16808094	LCMT2 
16808101	ZSCAN29 
16808109	TP53BP1 
16808149	PPIP5K1 
16808268	CATSPER2 
16808298	PPIP5K1 
16808302	PPIP5K1 
16808304	PPIP5K1 
16808308	PPIP5K1 
16808312	PPIP5K1 
16808314	PPIP5K1 
16808318	PPIP5K1 
16808320	PPIP5K1 
16808322	PPIP5K1 
16808326	PPIP5K1 
16808328	PPIP5K1 
16808330	PPIP5K1 
16808332	PPIP5K1 
16808334	PPIP5K1 
16808340	CATSPER2P1 
16808345	ELL3 
16808363	MIR1282 
16808386	MFAP1 
16808452	LOC645212 
16808460	SPG11 
16808550	LOC100652936 
16808665	GATM 
16808694	RNU7-5P  
16808696	SLC30A4 
16808717	LOC100506290 
16808751	MYEF2 
16808793	FBN1 
16808876	CEP152 
16808940	SECISBP2L 
16808974	COPS2 
16809027	ATP8B4 
16809093	GABPB1 
16809138	TRPM7 
16809187	SPPL2A 
16809228	CYP19A1 
16809263	DMXL2 
16809326	LYSMD2 
16809346	LEO1 
16669169	CD2 
16809506	ARPP19 
16809511	FAM214A 
16809549	WDR72 
16809587	RSL24D1 
16809606	RAB27A 
16809610	DYX1C1-CCPG1 
16809650	PYGO1 
16809659	PRTG 
16809687	NEDD4 
16809729	RFX7 
16809748	MNS1 
16809761	ZNF280D 
16809813	LOC145783 
16809827	ALDH1A2 
16809880	ADAM10 
16809929	SLTM 
16809971	MYO1E 
16810025	GTF2A2 
16810040	BNIP2 
16810065	ANXA2 
16810104	NARG2 
16810177	VPS13C 
16810270	C2CD4B 
16810309	LOC100506580 
16810322	LOC100128979 
16810329	RPS27L 
16810341	CA12 
16810362	LOC100130855 
16810376	HERC1 
16810503	FAM96A 
16810514	PPIB 
16810523	CSNK1G1 
16810543	KIAA0101 
16810564	OAZ2 
16810572	RBPMS2 
16810612	SPG21 
16810633	MTFMT 
16810674	PDCD7 
16810686	CLPX 
16671874	SYT11 
16810725	PARP16 
16810743	IGDCC3 
16810792	DPP8 
16810828	C15orf44 
16810847	DENND4A 
16810933	TIPIN 
16810945	SNAPC5 
16810954	SNORD18C  
16810970	SNORD18C 
16810974	SNORD16 
16811020	AAGAB 
16811061	CALML4 
16811073	CLN6 
16811149	MIR4312 
16811192	TLE3 
16811249	UACA 
16811286	LARP6 
16811299	THAP10 
16811312	MYO9A 
16811359	GRAMD2 
16811372	PKM 
16811391	PARP6 
16811420	CELF6 
16811437	HEXA 
16811469	ADPGK 
16811489	HCN4 
16811500	NPTN 
16811531	STOML1 
16811542	GOLGA6A 
16811583	STRA6 
16811617	CYP11A1 
16811638	SEMA7A 
16811656	UBL7 
16811672	EDC3 
16811717	SCAMP2 
16811739	COX5A 
16811745	RPP25 
16811760	MIR631 
16811762	MAN2C1 
16811791	SIN3A 
16811816	PTPN9 
16811832	SNUPN 
16811858	CSPG4 
16811884	FBXO22-AS1 
16811906	ETFA 
16811936	SCAPER 
16811975	TSPAN3 
16811994	PEAK1 
16812009	LINC00597 
16812011	HMG20A 
16812053	TBC1D2B 
16812083	LOC91450 
16812142	WDR61 
16812168	WDR61 
16812245	CTSH 
16812274	RASGRF1 
16812327	ST20 
16812344	BCL2A1 
16812383	MESDC2 
16812406	STARD5 
16812475	EFTUD1 
16812505	GOLGA6L10 
16812517	AGSK1 
16812544	GOLGA6L10 
16812560	GOLGA6L10 
16812572	AGSK1 
16812666	LOC283693 
16812701	C15orf40 
16812717	BTBD1 
16812738	HDGFRP3 
16812759	DNM1P41 
16812764	AGSK1 
16812779	GOLGA6L5 
16812803	WDR73 
16812824	NMB 
16812831	SEC11A 
16812855	AGSK1 
16812982	MRPL46 
16812997	DET1 
16813029	HAPLN3 
16851866	DTNA 
16813073	POLG 
16813148	KIF7 
16813199	MESP1 
16813206	ANPEP 
16813237	C15orf38 
16813270	IDH2 
16813286	CIB1 
16813325	HDDC3 
16813342	PRC1 
16813372	VPS33B 
16813429	FAM174B 
16813699	TTC23 
16813751	DNM1P46 
16813825	LINS 
16813854	LOC100507452 
16813871	CHSY1 
16813883	VIMP 
16813900	SNRPA1 
16813922	PCSK6 
16813974	TM2D3 
17095887	ASPN 
16814060	MIR1302-11  
16814065	DDX11L9 
16814075	DDX11L10 
16814083	SNRNP25 
16814096	MPG 
16814115	HBM 
16814121	HBA2 
16814128	HBA1 
16814137	HBQ1 
16814143	ITFG3 
16814183	ARHGDIG 
16814185	PDIA2 
16814211	NME4 
16814230	DECR2 
16814250	RAB11FIP3 
16814278	SOLH 
16814297	C16orf11 
16814310	PIGQ 
16814348	WFIKKN1 
16814353	LOC100287175 
16814356	FAM195A 
16814366	MSLN 
16814389	WDR90 
16814455	RHOT2 
16814474	RHBDL1 
16814488	STUB1 
16814498	METRN 
16814504	FAM173A 
16814510	HAGHL 
16814526	MIR662 
16814528	CHTF18 
16814565	PRR25 
16814572	SOX8 
16814577	SSTR5 
16814584	CACNA1H 
16814628	TPSD1 
16814636	UBE2I 
16814654	BAIAP3 
16814693	GNPTG 
16686774	PDZK1IP1 
16814748	CRAMP1L 
16814779	HN1L 
16814791	MAPK8IP3 
16814825	EME2 
16814837	NUBP2 
16814847	FAHD1 
16814854	NDUFB10 
16751655	IGFBP6 
16814872	TBL3 
16814895	GFER 
16814901	SYNGR3 
16814910	NPW 
16814915	SLC9A3R2 
16814927	TSC2 
16814986	MIR4516 
16814988	RAB26 
16815001	TRAF7 
16815023	MLST8 
16815035	E4F1 
16815052	DNASE1L2 
16815090	CCNF 
16815137	ATP6V0C 
16815143	CEMP1  
16815160	PDPK1 
16815189	LOC652276 
16815198	KCTD5 
16815208	SRRM2 
16815246	ZG16B 
16815252	FLYWCH2 
16815259	FLYWCH1 
16815276	KREMEN2 
16815289	PAQR4 
16815304	LOC100507378  
16815306	CLDN9 
16815310	TNFRSF12A 
16815316	THOC6 
16815355	IL32 
16815384	ZNF213 
16815394	CASP16 
16815425	ZNF75A 
16815439	ZNF174 
16815447	NAA60 
16815461	CLUAP1 
16815498	GLIS2 
16815509	VASN 
16815513	DNAJA3 
16815528	HMOX2 
16815557	MGRN1 
