> aCTB	M
SHANK2	-0.8748215
ST7-OT4	-1.406380125
GRHL1	-1.305074375
SGOL1-AS1	-1.151834875
FAM84A	-0.96521375
ERVV-1	-2.733148125
FGA	3.597713125
NHSL1	-2.092050125
TMEM2	-1.77216525
TPRXL	-2.057188625
PRICKLE2	0.888694
PVRL4	-1.274752375
ATP7B	-1.296263375
PITX2	-1.061438625
IFITM2	1.69849225
TTPAL	1.41330525
APBB1IP	1.525346375
SPARCL1	2.826257625
SMAP2	0.9706475
ZNF32-AS1	1.209053375
NFE2L3	-1.800823375
TMEM30B	-1.0333725
KCNA7	-0.70753275
LOC100507066	-1.2401945
LONP2	-1.3459485
GRHL2	-1.46222375
RNF138P1	1.415245875
SPIRE1	1.021543625
ZNF83	-1.313120625
NRK	-1.9971765
HMGA1	-0.933306125
TUBA3D	0.931269125
SGOL1	-1.612997625
DNMT1	-1.2344685
MED13	-1.035290125
PSG8	-3.52113
SIGLEC7	1.41882825
ASAP2	1.0651935
EVI2B	1.636331125
ROS1	1.5623735
MARVELD2	-0.95778875
ALCAM	1.3933325
GSTM5	1.6585695
SLC29A1	-1.487888375
KHDRBS3	1.33625975
RNF130	0.962682125
TRIM40	-2.68115825
SERINC5	-1.392329625
EFHA2	-2.681310125
YES1	-0.896436625
TRIM40	-2.653891625
LPCAT2	1.249493
HP1BP3	-0.89647825
MIR424	-2.16185425
SYNJ1	-1.2440055
ST3GAL5	1.8981965
GPR97	0.934079625
CXCL9	4.473176625
CCL5	1.57508475
CLIP3	1.196670625
MLLT10	-0.79825675
PDE6H	1.9608575
SLC1A1	3.02910475
IMPA1	1.227722375
N4BP2	-1.0737495
TMEM220	1.550200875
ZNF271	1.284402875
SNCAIP	1.610729
SH3BGRL	1.80430275
ATAD5	-1.527423375
DACT2	-1.109833625
C4A	1.404194125
FAM20A	1.077312375
FAM110C	1.361744625
C16orf45	1.212595375
REN	2.910278375
MORN2	1.564277
MED12	-0.8978765
MYO16-AS1	3.25954725
GPR87	-1.913010625
LOC100505701	-3.16181325
NFASC	1.028156625
C4B	1.49136925
CCL3	1.35443875
SLC46A3	1.75128675
TRIM24	-0.941763125
RDX	-0.89972325
GNLY	2.261195
ATP6AP2	0.741327
BBS4	0.62732075
SNORD13P2	-2.117143
FCGR2A	1.20691725
ZFAND4	1.349276
COG3	-0.805173
ARHGAP26-IT1	-2.14278875
STAB1	1.203010375
ECM2	1.843058625
CCL2	2.247571
TKT	-1.0358175
WNT5A	1.8753435
KLRF2	3.00592125
LOC100505828	-1.0206255
ATF3	-1.215479875
SCARNA2	-2.18564425
EPHX4	1.394339125
URB1	0.809267
CASC5	-1.725021875
PSG1	-2.445309875
USP43	-1.1725225
ADK	-1.544547125
EIF4G3	0.88895275
TFDP2	-1.102891375
C4B	1.402848375
LARP1B	-1.092949125
IFITM4P	1.177184625
IFITM4P	1.177184625
C4B	1.295346375
CA11	1.14181725
C11orf30	-1.508506875
NAP1L4	-0.70801825
CHST3	0.89773525
MIR1305	-2.964179375
PAPSS2	1.265544875
LTBP2	0.935904
RHOBTB3	-1.456949375
LOC100653102	-1.4142855
FOLR2	1.466792875
KLRF1	3.211160375
ALAS1	-0.910451
LIN28B	-1.380022
CENPF	-1.489277875
FKBP5	1.403155375
IKZF3	1.209109125
SPIRE2	-1.323359125
CCDC169-SOHLH2	-1.376186375
RN5S109	-2.37657025
SELPLG	1.20716825
POLI	-0.9953395
CEP152	-1.2032605
RAB32	1.55407775
APCS	2.288783875
EPHB4	-1.221407625
CD36	-3.067340875
HLA-E	1.24611175
HLA-E	1.24611175
HLA-E	1.24611175
HLA-E	1.24611175
CYP39A1	1.3918165
SLCO2B1	0.89428125
MET	-1.90655075
CENPJ	-0.92054
HSD17B14	1.591439125
MIRLET7G	-1.75618275
MAP1A	1.102748875
ERVMER34-1	-1.073277875
PUM2	-0.71343975
ATP8B2	0.788512625
CCL8	2.55153375
CCNE2	-1.355920375
HCP5	1.012447
GGH	-1.92615225
C20orf141	0.883212875
RBL1	-1.239708875
MR1	1.041894375
KISS1	-3.893799375
SNAR-G1	-1.33730925
LOC100288198	-0.989918625
ERBB2IP	1.168126
TMSB4XP4	1.137439375
APOBEC3G	1.220501875
CDCA2	-1.076189375
TMC8	0.7544885
LONRF2	1.779875875
HLA-DQA1	2.676743
MSH5-SAPCD1	0.95917275
CDKN2C	1.23316925
RN5S268	-1.759066375
SLC13A3	-2.579256
JHDM1D	-1.688572375
GPSM2	-1.2795565
HSD17B1	-2.77386275
PSMB9	1.0908155
KIF22	-0.85798825
KIAA1161	-1.055693
DMKN	0.943358
C4B	1.454816875
ITGA1	1.014996125
SIAH1	-1.847718875
TUSC2	1.04382325
ASL	0.90405225
SYCP2L	-1.528426625
IRF8	1.41306925
LILRB4	1.313978
FAM160A1	-0.934111875
MIR503	-2.676237375
OSBPL1A	1.347067625
ESYT2	-0.8039195
ITGAD	1.81632325
TRIM40	-2.516563375
TRIM40	-2.516563375
PDXDC2P	-1.402451375
IGSF10	1.923146125
FGD5	1.183324375
CD82	1.833659
CHRNB1	-0.8597235
ENDOD1	0.97813925
PDGFRA	2.1518735
ABCA5	-1.103497375
DHRS3	1.892098625
CRYZ	1.420968125
TLR3	-2.65265575
IFITM4P	1.102943375
IFITM4P	1.102943375
TSPAN1	2.358908625
ATP8B4	1.37549675
NCKAP1L	1.301411375
PSG6	-2.3340045
ICAM2	1.703215375
KLF12	0.903330125
TARP	1.818772375
TARP	1.818772375
BPGM	-1.99143375
ZNF330	1.06501275
HSD11B2	-2.508379125
PCDHB2	1.382313125
SLC29A2	-1.07843175
PLEKHA7	-0.93793825
CLIP4	-1.990768625
SLFN13	1.2456935
ABCG2	-2.622958125
SLC35C1	0.727305125
SKA3	-1.237744
TADA3	0.78848125
RNF125	1.711086875
ARHGAP26	-2.025600375
GGT3P	1.084614
TMEM194A	-1.04742375
EFEMP2	1.191239875
ACADL	-1.647238875
TREM2	1.53778275
NCAPG2	-0.760005625
BICC1	2.027761875
PAPOLA	-0.893919875
SKP2	-1.4028825
MTF2	-0.819307875
TACC2	-2.36312325
HERC6	1.404581375
VIM	1.342276375
CCDC53	1.130861
STAG3L2	-0.865868125
BTBD3	1.869400625
TOP1	-0.909132
TMEM98	1.356647
CYTH3	-1.4413005
TMEM170A	-0.694275875
SLC7A4	-1.11005325
RMI2	-1.185178125
TUBA1A	1.155492
ST7-AS2	-0.848344875
HOXD10	0.769194125
SPOCK2	1.074205375
HSPB8	-1.433106375
ADAMTS9-AS2	1.149404375
GRIA3	1.351708125
DLG1	-1.0422375
MIR4713	-3.039692
UBR5	-0.666097
TPTE	-1.189818
AIF1	1.26056875
AIF1	1.26056875
AIF1	1.26056875
AIF1	1.26056875
RERG-IT1	-1.051930375
EHD2	1.866297125
ALOX5AP	1.6000855
CD84	1.0904675
TWIST2	1.029022625
ITPR1	1.25279025
MDM4	-1.087185
SOS2	-1.1581915
CBWD7	-0.69830825
PPP1R15B	-1.10044025
DKFZP586I1420	-1.182899125
SAPCD1	0.910783125
SAPCD1	0.910783125
SAPCD1	0.910783125
SAPCD1	0.910783125
SAPCD1-AS1	0.910783125
DNAJC6	-0.86735775
KDELC2	-1.8162535
NAPSB	2.56893275
LOC220729	-1.919588125
MORC4	-1.981774875
ANTXR1	2.144842625
TTC39B	1.10357475
GPR65	2.31981925
SSFA2	-0.873479625
RNY5P5	-1.575061875
TPD52	-0.845624
GDAP1	1.478952875
SHCBP1	-1.316904375
BRWD1	-0.988613625
F3	2.089633
LNPEP	-1.60247525
RGS4	1.13105775
ZNF732	-1.939911625
EGFR	-1.244757
LIPG	-2.00951225
SYT7	-1.366381375
TXNIP	2.11886675
ALPK2	1.190911
RAB7L1	0.884434625
LOC100506314	-0.9676395
TMEM27	2.499568875
LOC100506388	1.26374225
C1orf162	1.258198
C4B	1.324019625
BBS5	1.02077925
GSTA1	2.17150475
ADAP2	1.16157975
MYH11	1.643230375
A2MP1	1.2296165
PSMB8	1.29980575
KREMEN1	1.1273685
CDK14	0.899088125
ITGAM	1.626699375
SORT1	-1.0228895
MAST4-AS1	-1.976898625
MIR3918	1.515723375
ANXA3	-0.9802915
PSMB9	1.108311375
PSMB9	1.108311375
PCNXL2	0.7808245
FAM198B	1.50800575
NUDT6	0.82856775
LYPD3	-1.182182375
CYTH4	0.8826465
DOCK4	1.5303955
CYP2U1	0.981110875
MAP1B	1.649217375
SPATA7	0.843488
GLI3	-1.239397625
CD247	0.8315665
PDPK2	-0.75388975
GGTLC2	1.42454375
THYN1	0.942065875
ERV3-1	-2.703442
MIR17HG	-1.615955125
GOLIM4	0.7997135
PSIMCT-1	-1.201180875
CHODL-AS1	-2.260269625
ABCC1	1.07969075
CMC1	1.48439575
DEDD	-0.83863025
MITF	1.387438375
LOC400084	-1.2926575
PPDPF	1.411560875
TPTE	-1.05903675
BDH2	1.490694375
LOC339535	1.507783375
FAM151B	-0.93732
TOB1	1.6843805
ACAT1	1.109468375
MCM6	-1.190557625
MAK	-0.848940625
EFS	-0.83849675
BRIP1	-1.326458125
RNY4P17	-2.7134325
TRIM40	-2.30983225
LOC100507013	-1.6093385
TBX3	-1.7088925
PSMB8	1.264015625
PSMB8	1.264015625
PSMB8	1.264015625
PSMB8	1.264015625
PSMB8	1.264015625
PSMB8	1.264015625
PSMB8	1.264015625
NBN	0.999350125
SPINK2	3.091179875
PPAT	-0.8477765
TENC1	1.108342875
KNTC1	-1.017936125
TNFSF8	1.383934875
MIG7	-1.501491625
PTGS1	0.607095375
FBXO6	1.31259225
SLC12A2	1.577019375
CCNB2	-1.550167125
CD86	1.475069625
GPR56	-1.288459875
B9D1	0.994187375
HLA-C	1.61146325
CSRP2	-1.0697385
VMO1	0.92390025
GBP4	2.016439125
ACE	0.832766375
TMEM176B	1.136678
SDC2	1.549820125
TFRC	-1.428816
CA5B	0.7141905
HIF1A	0.847045125
METTL24	0.921497875
GH2	-4.258120625
TCEAL7	0.734290625
LOC647859	-1.36999325
FERMT2	0.80080025
SLC44A5	-1.289305625
KRBOX1	-1.416269125
PPFIBP1	-0.88718
RSAD2	1.286124
HNRNPH1	-0.90422225
OR7E91P	-1.955757625
GAL	1.6137465
SPTLC2	0.790977625
KCTD3	-0.98002375
SLC2A11	-1.034933125
EPYC	4.52527475
FER1L4	-1.17013875
ABCC3	1.37945975
SPATA9	-1.316159625
FANCA	-0.7786065
S100A8	1.975157375
ZCCHC11	-0.744508125
LOC84856	0.812426875
FARP1	0.76380175
TTC7B	-1.188889875
PLGLB1	-1.599873
LCOR	-0.957714375
HLA-DOA	0.79034925
TRIM52	-0.820890375
PRRX1	0.97007775
C10orf31	1.059609
GADD45B	1.48249025
TRPV6	-3.64972125
SMS	-0.923151
STAT3	1.022143
SNORA45	-1.44718775
FANCD2	-0.838091375
AIF1	1.46069725
ACPL2	0.7514065
ZNF259	0.8760565
AIF1	1.353925875
FGGY	0.825861625
GSN	0.77796575
RN5S114	-1.803409125
C3AR1	2.058924125
PEA15	1.522361375
TTC39C	1.6637615
NDC80	-1.4188105
GPR110	1.919675625
CYBA	1.3338295
PSG2	-1.50144325
LY86	1.112670375
ISYNA1	-0.789113
TTC8	0.811127375
TMEM37	0.942161125
TNFSF12-TNFSF13	1.315551875
SGTB	1.56516925
GYPC	1.05238875
OCLN	-1.643900625
PLAG1	-0.825695
ZFP2	-1.276299125
CHSY3	1.443604
TAF4B	-1.094878
TTBK2	-1.279258625
FUNDC1	1.018641875
DVL3	-1.328150875
S100A6	0.660595375
ZC3H12C	0.73072825
SHANK2	-2.087481625
TRDJ4	2.400783913
IGLJ2	-1.286358875
DKFZp686D0853	1.605012375
DTX1	0.6861995
ZNF443	-1.345255875
FAM150B	0.875186125
GALC	0.942102375
AEBP1	0.563447625
LNX1-AS1	-0.838647375
NXPE3	1.281283875
ZNF91	-1.05004775
GKN1	3.407586125
RGS10	1.2980185
LOC100507507	0.764720375
PAN3	-0.60577175
MFSD6	0.921762125
TRA2B	-0.859441375
ZNF90	-1.124069875
ZNF189	0.9669475
CRLF1	1.5186565
PTGR1	0.92357875
DAB2	-1.477488125
HNRNPD	-0.91501525
HLA-C	1.57136875
LOC100508885	1.62470625
LAP3	0.867792
ZFP36	1.59029675
IQCK	1.089847125
CDKL5	-1.281437375
LOC100506928	0.978292625
IFITM4P	1.101919875
DSCR4	-1.087215625
C6orf108	1.015093
DSP	-1.15457875
GINS1	-1.222285
PAPSS1	1.0169825
FLJ43390	-1.26924875
BICD1	1.104998875
ST3GAL4	-1.237390375
TRIM47	0.738421
KLRC2	2.791028125
C8orf48	1.26789175
PCYOX1	1.023076875
CTSO	1.176249
PPP1R7	0.9287025
ZNF468	-1.016636875
HLA-C	1.50253725
MTMR12	0.680947625
NCAPG	-1.576863375
IGSF21	0.69746125
EDN1	1.81465075
ALDH4A1	-1.05749075
PLCL2	-0.998902125
MLL3	-1.084786875
SASH3	0.89007275
FAM120AOS	-0.817734125
LAMB4	-1.954227375
LOC100505918	-1.212958
ZBTB34	-0.659934375
TEX2	1.160745875
NEDD9	-0.860291625
NEDD9	-0.860291625
TPRG1	0.811144
RN5S288	-0.992482625
YTHDC1	-1.22648925
CYP8B1	-1.381328375
NPR2	1.225314125
ANKRD20A5P	-3.317737375
HIST2H2BE	-1.217793625
PBK	-1.764448875
DIAPH2-AS1	-1.16284075
PSPC1	-0.657596875
FLNA	1.202906875
PAEP	4.838824625
CABYR	1.388121375
TUBE1	1.1781825
ATP2A3	0.837219625
TTK	-1.6715635
NVL	-0.671620375
LMNB1	-0.99505175
PLEK	1.5098785
SFMBT2	1.04052925
KIAA1217	-1.02039
IGFBP5	2.38583325
FBXO9	-0.715258
LOC388948	-1.802372
ATAD2B	-0.734848875
KCNQ5-IT1	1.788796375
LOC100132062	-0.897860375
UBE2L6	1.813103125
SLC44A4	1.173342625
SLC44A4	1.173342625
SLC44A4	1.173342625
TMEM173	0.5166365
SH3TC2	-2.942407375
CLSTN2	0.95135625
MT1P3	0.844038
PGM5-AS1	1.920914125
PGM2L1	1.05944775
SYT1	0.8669455
MPEG1	1.643569875
SPSB1	1.03235025
ARRB2	0.847866
AGL	-1.331932625
C4A	1.289098625
TOX	2.032079875
HIST1H3I	-1.6386255
TMEM205	0.73508525
MED14-AS1	1.325803875
PRKD1	1.57236475
SPRY2	1.3683815
SECISBP2L	-1.100308375
RNF217	-1.33400225
SRGN	2.350754875
DYNC2LI1	1.59655025
SAT2	1.288229375
HLA-F	0.7993075
MCM9	-0.903624375
ADAM20	-1.211581375
TDG	-0.697861
ADAMTS4	0.60139125
TOPBP1	-0.69718975
PLEKHO2	0.840822625
KAT6A	-0.80936325
NFIX	0.96961975
SNAPIN	0.828963
TNPO1	-0.813057125
PLAUR	2.073347375
MUC1	2.47244825
SERPINF1	-1.32653475
SPDYE2L	-1.070506375
BEX2	-1.2077805
WASH5P	-1.013318875
DCN	1.45108925
MEG3	-1.668130875
TUSC3	-1.603927875
EMX2OS	0.747005125
ICAM3	0.71567125
TRIM40	-2.260292125
LRRC6	1.111633
CRISPLD2	2.075493375
NPC2	1.600378875
HMMR	-1.796996625
CCNL2	-0.793559875
HIST1H3F	-1.60881975
ZNF117	-2.712793
MIR551B	-0.95202725
CRH	-2.272743125
SPDYE2	-1.05884175
MIR24-2	-0.703128125
UNC93B1	0.783070875
TNXA	1.01180875
TMEM247	-1.333665875
FABP3	0.88373925
PABPC4L	-2.971352
IFT46	0.9565255
CTSZ	0.81428725
PPP4R1	-0.6581055
C4BPA	2.96752
MTMR11	-0.896273625
HOOK1	-1.83274275
RPGRIP1L	1.26988825
ADNP	-0.688034125
ATG4A	1.20332075
CSF1	0.694941875
UBFD1	-0.676074125
TINAGL1	-1.048597
MIR3650	-1.562733125
HEXIM1	-0.953226625
CCDC28A	-0.81561925
EID1	1.024880375
ROR2	0.835852125
MMRN1	2.09113725
PSCA	-1.41371525
NPEPPS	-0.757668
CBWD7	-0.82757025
PLCE1	1.29222725
SPIN1	-0.580897
AFF1	-1.5310235
RICTOR	-0.98758775
CCDC162P	-0.924852625
ITGA6	-0.722241875
TBP	-0.968544125
CAPNS1	0.988362875
ZNF76	-0.726482125
BEX4	-0.845853375
PLAC1	-2.352908875
ZNF706	-0.63719375
NLN	0.82328725
GALT	-0.67072675
LOC553103	-0.904107875
RBM39	-0.849154625
CLMN	-1.27202875
SNORD114-7	-3.3538665
ZNF554	-2.406147375
SH3GLB2	-1.1064475
LRP12	1.3920985
ERVV-2	-2.760356125
CALCRL	1.8955615
NSMCE1	0.799644375
ARAP2	0.882239625
TCHHL1	-1.42006775
NAA35	-0.710542
IFITM1	1.749440875
COL21A1	-1.37384325
KCNK5	-1.308119125
PDLIM1	0.880679
ITGA3	0.87181775
CCDC84	-0.955889375
ATXN7	-1.10782475
SNRPN	1.761986875
TRIM40	-2.059902125
RASL11B	-0.95870125
TIGD2	-1.026890375
OMG	-1.020895875
TSC22D2	-0.796210625
CEP85	-1.32506825
MIR98	-0.79331225
MFSD1	0.557914625
AIM1L	-1.105901875
SIGLEC10	0.715805875
HLA-DOA	0.739826625
HLA-DOA	0.739826625
FKBP4	-0.753003625
CACNA2D1	1.218877375
STX2	0.946669
MTNR1B	-1.338173375
C19orf53	1.050998875
SNORD114-31	-2.273279125
ACOT9	1.159632375
GSTA4	-1.453000625
RERG-AS1	-1.180512625
CASP1	0.914184625
USP27X	-2.46055075
RCN3	1.0685195
GCNT2	-0.93080375
LOC728093	1.609747625
TMX3	1.218973875
TCHH	-1.693624
CBX5	-0.926976
ORC6	-1.237985875
PSMB9	0.970804875
IL1A	1.763026625
PROSC	0.753026375
ABCA3	0.84440025
ATL3	0.783338125
CCNL1	-1.3469695
PDE8B	1.340872125
RGPD3	-1.13681325
PPP1R18	0.924510375
PPP1R18	0.924510375
GPR4	0.913689375
SLC9A3R1	-0.84664625
SFT2D2	1.191297125
NEGR1	0.786323625
TSG101	-0.540722125
CYP1B1	1.747332875
PTGIS	0.83182625
IL10RB	-0.7235955
LOC100506776	1.034775875
FNDC1	1.00733675
IL1RAPL2	-1.403536875
PDE3B	-1.635542625
FAM63A	0.733695
DHX32	-0.788521125
KLF7	1.169707
TFEC	1.152983375
DAG1	-0.885109625
SQLE	-0.98221025
L1TD1	-1.91717425
DECR1	0.945099375
CCNT1	-0.629101
PRDX2	-0.6984285
ANKRD10	-0.875392125
RAMP1	0.972811875
ACTR1B	1.0442545
PLXDC2	1.77491475
AP4E1	-0.67418975
HLA-E	1.494211375
HLA-E	1.494211375
HLA-E	1.494211375
CTTNBP2	1.044652375
PCNA	-0.850066
ABCC4	0.744008125
RCOR1	-0.653940375
CARD6	1.00084
MIR339	-0.82227325
WDR19	0.7808345
JOSD2	0.9396425
HLA-E	1.464892875
HLA-E	1.464892875
HLA-E	1.464892875
HLA-E	1.464892875
RND3	0.963868375
CHI3L1	1.106537625
PAQR7	-1.193908875
SPDYE7P	-0.964196125
PZP	1.873787625
HLX	0.85517575
RBMS3	-1.35972825
GGTA1P	1.1974365
DAPK1-IT1	-1.255420625
CTSB	0.714918875
RHOG	0.758314125
LPGAT1	1.06583375
SNORA47	1.664834875
C17orf90	0.871681875
RILPL2	0.842900625
CASP2	-0.908836125
SH2D4A	-1.220549375
HPDL	-0.85475625
CGB7	-0.65669575
MYLIP	-1.518516375
ACADVL	-1.108563875
SDC3	0.769505
PIK3R1	1.051462625
PSG11	-2.26727175
HLA-DOA	0.81532575
SEPW1	1.026961125
PCP4	-1.08826825
LOC100506437	-1.409284
LOC100506939	1.1461585
PIK3R5	0.6076035
MARCH2	0.95244675
SIGLEC1	0.871700125
PRAF2	0.871273
SLC30A2	-1.450038125
PPP1R18	0.986481375
HLA-L	1.139813125
ZNF662	-1.139255125
MIR548AL	-1.021404
ZBTB16	0.960799125
ITGB1BP1	0.950324125
DEFB1	4.0562375
LYPLA1	-0.841386375
ARID3B	-0.760887625
CLRN1-AS1	-1.28673125
TRIM40	-2.0250455
ZBED2	0.705766125
SAP30	0.850711625
CLEC3B	2.3535705
GRB7	-0.898540625
MLF1IP	-1.121794875
ME2	0.9488345
U2AF1	-0.708171875
RGS5	1.050892625
APOA1	0.837076625
WDR44	1.0558755
FAF1	-0.737377
HLA-DOA	0.677622875
HLA-DOA	0.677622875
ELTD1	3.141444625
RBBP7	-0.9570555
HMGB2	-0.9426765
CTIF	0.99474325
THY1	1.02231725
IRS1	1.52214
MIG7	-1.035843875
KRBOX1-AS1	-1.12490875
PKIG	0.8487595
TAP2	0.710093125
PODNL1	1.437407
MIR521-1	-1.377437125
HDHD2	0.51258575
DIO3	-0.997805375
VSIG4	1.635231375
CLDN9	-0.592009375
FIP1L1	-0.65832725
MFAP4	1.895823375
BMP7	-0.789344
SCNM1	0.8655735
PDZD2	-1.36317975
GNGT1	-2.25395825
IFI27	1.901952125
MCOLN1	0.744993
GRAMD3	-0.78299675
PRR24	1.199084125
F10	0.646045
SLC13A4	-2.396226
SIK3-IT1	-1.708177925
ZNHIT1	0.947711375
LOC100509457	1.743467875
RBL2	0.702828875
SDCCAG3	0.65340725
SNX10	1.099103125
ARHGAP24	-1.069408625
HMGN1	-0.870095625
CHD2	-0.927584375
WDR61	1.295698125
LOC100128242	-1.006137875
HSD17B1	-2.208601125
AKR1B15	-1.664801875
CLMP	1.188199625
HLA-DQB2	0.77116725
HLA-DQB2	0.77116725
MIER3	-0.53020125
PER3	0.7691105
MAGOHB	-0.58924225
FAM46C	1.22713275
ACYP2	0.859913375
WNT7A	-1.1559085
LOC100216545	-0.805787875
METTL17	-0.763790875
SLC44A4	1.11785575
SLC44A4	1.11785575
SLC44A4	1.11785575
C20orf194	1.004276375
SLC25A36	-0.65027525
SECISBP2	-0.739125
ZBTB4	0.9501755
DUSP7	0.548428125
FMN1	-0.612710625
ZNF503	0.570935625
WDR35	0.8794685
CRIP1	1.847945375
HOXA10	0.5811545
COL18A1	0.64127475
NFIC	1.28426025
SMAD4	-0.63921425
CYLD	0.825931375
MELK	-1.293865
CEP112	1.0770815
DDB1	-0.9774775
C9orf16	0.894164875
AGFG1	-0.8544375
SPINT2	-0.842208625
KLRAP1	1.711989875
FBXO9	-1.40366375
LOC100506293	-0.631116875
RN5S148	-0.88917375
USP10	-0.703900375
MICB	0.611385625
PLK4	-1.51760325
LUM	1.181715
LOC100506688	1.182030625
TP53TG1	0.762613375
PPP1R18	0.84158575
PPP1R18	0.84158575
PPP1R18	0.84158575
LRP5	-0.9332225
HIST2H2BA	-0.8903435
RETSAT	0.6724115
MIR548K	-1.718202375
MYO5B	-0.866758625
KDM4B	-0.853428
DNAL1	0.586704375
ZNF552	-0.926033125
PDE4DIP	-1.040523
TMEM161B	-0.78763625
STK16	0.81195025
PYCARD	1.063550375
SNORD59A	-2.37764775
NUP160	-0.646486125
KIAA1715	0.907174125
BLM	-0.963821375
ZNF197	0.855432
FAM107B	-0.75184275
RASA4	0.969947
ARL6	1.068281875
DLG5	-1.616969
ATG10-AS1	-1.104816
PTPN14	-0.65353675
LOC100652992	-1.358677625
TNFRSF18	0.829561125
SLC44A4	1.13206175
NTF4	-1.261542
C17orf89	0.762337375
MAF	1.40939725
LOC100499405	1.32718125
LACTB2	1.1807145
EIF5A2	1.38915775
SFPQ	-0.755417875
PPIP5K1	-2.3198745
MCM7	-0.9251455
EZR-AS1	-0.628368375
ARGLU1	-0.994232375
WDR86-AS1	1.411068625
C1orf112	-0.924145625
RNF152	1.0133225
LRP8	-1.43211125
HIST1H2AJ	-1.474856
ZC3H7B	0.777189875
MRS2P2	-1.0854425
FST	0.6603165
NTN4	1.79792175
MTMR4	-1.057880875
THOP1	-0.656896625
CROT	-1.715023375
GABPB1	-0.6538745
FAM13A-AS1	-0.961005625
RNU7-33P	-1.14908825
DHRS13	-0.811445
MERTK	1.5621455
YTHDC1	-0.779143625
ZNF771	0.73977825
KIF18A	-1.264984375
OR5P2	-3.053400375
RPL23AP7	0.6413265
EXT2	0.77250425
TM2D2	0.580693625
ARL6IP6	-0.986145
PMCH	1.509514125
RAB25	-1.20935625
FLI1-AS1	0.731733375
PDHX	-0.660991875
MAEL	-1.69866
C4orf19	-0.92796375
PAPLN	0.844167875
TAB3-AS2	-1.601067125
DYNC2H1	1.59983825
DNA2	-1.134120625
CD163	1.834184625
FTL	0.55825125
ASPM	-1.47676325
ITGBL1	-1.254497875
GIMAP4	1.3435315
CTNNBL1	-0.576347125
C19orf60	1.056007625
SPDYE8P	-0.995464375
FAM175A	0.62461575
WFDC2	0.914360875
C4orf34	1.22311875
SLAMF6	2.623686
KCNH7	-0.823008875
MTMR7	-0.904143875
ZDHHC17	-0.71089275
CSGALNACT1	-1.10060875
INHBB	0.963809625
DIXDC1	0.904450375
ASB4	-0.99431425
IKZF2	-1.165850125
SPATS2L	0.618993
MME-AS1	-2.53339075
CHEK1	-0.777945625
OR5E1P	-1.40427
KIR3DL1	0.843070625
SNORD114-12	-2.7850875
GAS6	0.632575875
RHOQ	0.737011125
TFAP2C	-1.234752625
CTDSP1	-0.633903375
PTPLA	1.290417375
PSENEN	1.4155705
SNORD114-17	-2.62733175
ZNRF3	-1.01878
IGLV1-44	1.975085375
DBN1	0.69108875
RASSF6	-1.59170175
TCF21	-1.96768025
HCP5	0.967415125
AMOTL1	-1.08914125
BIRC5	-0.950164625
WDHD1	-1.01380725
A2M	2.201370875
SS18L2	0.971921625
RAB13	0.707980625
OR2A20P	-0.7605335
SLC35B2	0.927645
TMEM63A	-0.978285
CBWD5	-0.869776875
IL1R1	1.325993125
COG4	-0.665989
CRYAB	1.100382375
TGFBR3	-0.8868285
SIN3B	-0.747620125
STX3	-1.133480625
RFC4	-0.633938125
SMG1P1	-1.056693125
CTHRC1	-1.083402375
POLD4	0.74976475
ANO6	-0.786923625
ZNF726	-1.383315375
STAG3L1	-0.69533475
HOXA7	0.507521375
CLDN10	1.666946375
CEP95	-0.648236375
SNRPN	2.452398125
C3orf36	1.315884625
ABLIM1	0.95896775
ZNF587B	-0.98091975
GPBAR1	0.853697
STMN2	1.15155675
IGF2BP2	-0.916747125
CTGF	1.46556225
POLR2J4	-1.6937165
ZMIZ1	0.875837
LPP	0.56612525
SMAD7	-0.92142325
CHTOP	-0.671851125
ANXA1	-0.52783875
NAIP	1.1548545
PLP2	1.203567875
CPPED1	-1.012618125
CKAP2L	-1.479887
OR52E6	-1.6282535
TEAD3	-0.99002325
ERICH1	-0.794444375
MED12L	-1.722931375
C5orf4	0.800312875
C10orf118	-0.67832875
LOC100287042	0.993774875
STT3B	-0.70313075
MSH6	-0.519326625
ST6GALNAC4	0.991481
CAPN1	-0.566916625
ZMYM6	0.550706
PCED1A	0.777994875
ZNF697	-0.779226125
WDR59	-0.652288875
SMG1P1	-1.041281
SPON2	0.576763875
EPHB2	1.673712125
S100A4	0.9921585
TMEM74B	-0.598162625
CDKN2D	0.6941265
CKS1B	-0.62541075
DNAJC10	0.89478475
NAPB	-1.18005525
IFITM3	0.696821125
ZBED6	-1.05013575
SNORD114-2	-3.285036125
CECR2	-1.22187175
TXK	1.089842
NUFIP2	-1.032643125
MAP7D2	-1.714159625
RBBP9	0.893659625
RPIA	-1.045059
HSD17B6	1.36276675
PDE7A	-0.72419325
BMP2K	0.61728625
NAALADL2	-1.32539475
CDS1	-1.72876125
TCAM1P	-0.9589775
UCP2	0.945907125
DGCR6L	0.6359235
MXD1	-0.994207375
CMPK2	1.1257885
FAS	1.31099
LOC100653078	-0.889668
TMEM219	0.92193475
TMEM101	0.76329525
CD46	-0.52316125
ABR	0.825761625
WIPF1	1.1344175
LOC100506514	-1.114081375
WDR31	0.736739625
GNPTAB	0.982552
SLC37A3	0.900177
SIAH2	-0.840561
RNU7-35P	-1.68438725
GAPVD1	-0.651453375
